date,country,dau
2023-08-17,Paraguay,1024
2023-08-17,Peru,792
2023-08-17,Philippines,10
2023-08-17,Poland,4
2023-08-17,Portugal,12
2023-08-17,Puerto Rico,10
2023-08-17,Qatar,1
2023-08-17,Romania,4
2023-08-17,Russian Federation,29
2023-08-17,Saint Helena,1
2023-08-17,Samoa,1
2023-08-17,Saudi Arabia,2
2023-08-17,Senegal,5
2023-08-17,Seychelles,1
2023-08-17,Singapore,6
2023-08-17,Sint Maarten (Dutch part),2
2023-08-17,South Africa,24
2023-08-17,South Sudan,1
2023-08-17,Spain,2696
2023-08-17,Sri Lanka,1
2023-08-17,Sudan,3
2023-08-17,Sweden,1
2023-08-17,Switzerland,7
2023-08-17,Tanzania,1
2023-08-17,Thailand,5
2023-08-17,Togo,11
2023-08-17,Turkey,1
2023-08-17,Ukraine,4
2023-08-17,United Arab Emirates,3
2023-08-17,United Kingdom,58
2023-08-17,United States,313
2023-08-17,Uruguay,2082
2023-08-17,Venezuela,1972
2023-08-17,Viet Nam,4
2023-08-17,Wallis and Futuna,1
2023-08-17,Yemen,7
2023-08-17,Zambia,1
2023-08-17,Zimbabwe,1
2023-08-18,Afghanistan,1
2023-08-18,Algeria,2
2023-08-18,Andorra,3
2023-08-18,Angola,7
2023-08-18,Argentina,14694
2023-08-18,Australia,23
2023-08-18,Austria,3
2023-08-18,Bahamas,1
2023-08-18,Bahrain,1
2023-08-18,Belgium,4
2023-08-18,Belize,2
2023-08-18,Benin,8
2023-08-18,Bolivia,191
2023-08-18,Brazil,802
2023-08-18,British Indian Ocean Territory,1
2023-08-18,Burkina Faso,6
2023-08-18,Cameroon,23
2023-08-18,Canada,22
2023-08-18,Central African Republic,1
2023-08-18,Chad,4
2023-08-18,Chile,2761
2023-08-18,China,3
2023-08-18,Colombia,3078
2023-08-18,Congo,46
2023-08-18,Costa Rica,286
2023-08-18,Croatia,3
2023-08-18,Cuba,13
2023-08-18,Curaçao,2
2023-08-18,Czechia,1
2023-08-18,Côte d'Ivoire,23
2023-08-18,Denmark,2
2023-08-18,Dominican Republic,118
2023-08-18,Ecuador,549
2023-08-18,Egypt,21
2023-08-18,El Salvador,117
2023-08-18,Equatorial Guinea,2
2023-08-18,Error: ,256
2023-08-18,Error: 'NoneType' object has no attribute 'name',5
2023-08-18,Error: (0) Could not interpret numbers after plus-sign.,28
2023-08-18,Eswatini,1
2023-08-18,Falkland Islands (Malvinas),1
2023-08-18,Finland,3
2023-08-18,France,35
2023-08-18,French Guiana,1
2023-08-18,Gabon,10
2023-08-18,Georgia,1
2023-08-18,Germany,43
2023-08-18,Ghana,1
2023-08-18,Greece,5
2023-08-18,Guatemala,101
2023-08-18,Guyana,3
2023-08-18,Haiti,5
2023-08-18,Honduras,104
2023-08-18,Hungary,3
2023-08-18,India,5
2023-08-18,Indonesia,24
2023-08-18,Iran,2
2023-08-18,Ireland,4
2023-08-18,Israel,34
2023-08-18,Italy,59
2023-08-18,Japan,1
2023-08-18,Kazakhstan,4
2023-08-18,Korea,4
2023-08-18,Kyrgyzstan,1
2023-08-18,Lebanon,1
2023-08-18,Libya,1
2023-08-18,Lithuania,1
2023-08-18,Luxembourg,1
2023-08-18,Malaysia,18
2023-08-18,Mali,6
2023-08-18,Malta,2
2023-08-18,Martinique,1
2023-08-18,Mauritania,1
2023-08-18,Mexico,1055
2023-08-18,Montenegro,2
2023-08-18,Morocco,878
2023-08-18,Mozambique,4
2023-08-18,Myanmar,2
2023-08-18,Nepal,1
2023-08-18,Netherlands,7
2023-08-18,New Zealand,16
2023-08-18,Nicaragua,47
2023-08-18,Nigeria,5
2023-08-18,Norway,5
2023-08-18,Oman,2
2023-08-18,Pakistan,8
2023-08-18,Panama,228
2023-08-18,Paraguay,1013
2023-08-18,Peru,787
2023-08-18,Philippines,6
2023-08-18,Poland,5
2023-08-18,Portugal,8
2023-08-18,Puerto Rico,5
2023-08-18,Romania,5
2023-08-18,Russian Federation,14
2023-08-18,Saint Vincent and the Grenadines,1
2023-08-18,Sao Tome and Principe,1
2023-08-18,Saudi Arabia,4
2023-08-18,Senegal,4
2023-08-18,Seychelles,1
2023-08-18,Singapore,12
2023-08-18,South Africa,18
2023-08-18,South Sudan,1
2023-08-18,Spain,2705
2023-08-18,Sri Lanka,2
2023-08-18,Suriname,2
2023-08-18,Sweden,3
2023-08-18,Switzerland,10
2023-08-18,Taiwan,2
2023-08-18,Thailand,4
2023-08-18,Togo,16
2023-08-18,Turkey,4
2023-08-18,Uganda,2
2023-08-18,Ukraine,2
2023-08-18,United Arab Emirates,6
2023-08-18,United Kingdom,52
2023-08-18,United States,286
2023-08-18,Uruguay,2261
2023-08-18,Venezuela,1767
2023-08-18,Viet Nam,1
2023-08-18,Wallis and Futuna,1
2023-08-18,Yemen,3
2023-08-18,Zimbabwe,1
2023-08-19,Afghanistan,4
2023-08-19,Algeria,2
2023-08-19,Andorra,1
2023-08-19,Angola,6
2023-08-19,Argentina,7961
2023-08-19,Australia,18
2023-08-19,Austria,8
2023-08-19,Bahrain,2
2023-08-19,Barbados,1
2023-08-19,Belgium,6
2023-08-19,Benin,11
2023-08-19,Bolivia,128
2023-08-19,Bosnia and Herzegovina,2
2023-08-19,Brazil,399
2023-08-19,Burkina Faso,7
2023-08-19,Cameroon,16
2023-08-19,Canada,11
2023-08-19,Chad,3
2023-08-19,Chile,1357
2023-08-19,China,5
2023-08-19,Colombia,1886
2023-08-19,Comoros,1
2023-08-19,Congo,49
2023-08-19,Costa Rica,189
2023-08-19,Croatia,1
2023-08-19,Cuba,11
2023-08-19,Cyprus,1
2023-08-19,Côte d'Ivoire,19
2023-08-19,Denmark,2
2023-08-19,Djibouti,1
2023-08-19,Dominican Republic,90
2023-08-19,Ecuador,369
2023-08-19,Egypt,18
2023-08-19,El Salvador,99
2023-08-19,Error: ,183
2023-08-19,Error: 'NoneType' object has no attribute 'name',4
2023-08-19,Error: (0) Could not interpret numbers after plus-sign.,19
2023-08-19,Estonia,2
2023-08-19,Eswatini,1
2023-08-19,Falkland Islands (Malvinas),1
2023-08-19,Faroe Islands,1
2023-08-19,Finland,1
2023-08-19,France,37
2023-08-19,French Guiana,1
2023-08-19,French Polynesia,1
2023-08-19,Gabon,4
2023-08-19,Germany,43
2023-08-19,Ghana,1
2023-08-19,Greece,4
2023-08-19,Guatemala,79
2023-08-19,Guinea,3
2023-08-19,Guyana,2
2023-08-19,Haiti,1
2023-08-19,Honduras,84
2023-08-19,India,4
2023-08-19,Indonesia,11
2023-08-19,Ireland,4
2023-08-19,Israel,18
2023-08-19,Italy,55
2023-08-19,Japan,1
2023-08-19,Jordan,1
2023-08-19,Kazakhstan,4
2023-08-19,Korea,1
2023-08-19,Lebanon,1
2023-08-19,Malaysia,19
2023-08-19,Mali,1
2023-08-19,Martinique,1
2023-08-19,Mauritania,1
2023-08-19,Mexico,762
2023-08-19,Monaco,1
2023-08-19,Morocco,870
2023-08-19,Mozambique,2
2023-08-19,Myanmar,1
2023-08-19,Nepal,1
2023-08-19,Netherlands,4
2023-08-19,New Caledonia,1
2023-08-19,New Zealand,14
2023-08-19,Nicaragua,51
2023-08-19,Nigeria,2
2023-08-19,Norway,1
2023-08-19,Oman,1
2023-08-19,Pakistan,6
2023-08-19,Panama,140
2023-08-19,Paraguay,627
2023-08-19,Peru,593
2023-08-19,Philippines,4
2023-08-19,Poland,4
2023-08-19,Portugal,8
2023-08-19,Puerto Rico,11
2023-08-19,Romania,4
2023-08-19,Russian Federation,13
2023-08-19,Saint Helena,1
2023-08-19,Saudi Arabia,3
2023-08-19,Senegal,2
2023-08-19,Singapore,3
2023-08-19,Somalia,1
2023-08-19,South Africa,9
2023-08-19,South Sudan,1
2023-08-19,Spain,2033
2023-08-19,Sri Lanka,4
2023-08-19,Suriname,1
2023-08-19,Sweden,4
2023-08-19,Switzerland,11
2023-08-19,Syrian Arab Republic,1
2023-08-19,Thailand,3
2023-08-19,Togo,13
2023-08-19,Trinidad and Tobago,2
2023-08-19,Uganda,1
2023-08-19,United Arab Emirates,4
2023-08-19,United Kingdom,27
2023-08-19,United States,115
2023-08-19,Uruguay,1142
2023-08-19,Venezuela,1340
2023-08-19,Viet Nam,3
2023-08-19,Yemen,3
2023-08-19,Zambia,1
2023-08-19,Zimbabwe,1
2023-08-20,Afghanistan,1
2023-08-20,Algeria,1
2023-08-20,Andorra,3
2023-08-20,Angola,5
2023-08-20,Argentina,6394
2023-08-20,Aruba,1
2023-08-20,Australia,24
2023-08-20,Austria,1
2023-08-20,Bahrain,2
2023-08-20,Belgium,9
2023-08-20,Benin,7
2023-08-20,Bolivia,117
2023-08-20,Bonaire,1
2023-08-20,Brazil,378
2023-08-20,British Indian Ocean Territory,1
2023-08-20,Bulgaria,1
2023-08-20,Burkina Faso,9
2023-08-20,Burundi,1
2023-08-20,Cameroon,13
2023-08-20,Canada,12
2023-08-20,Chad,6
2023-08-20,Chile,1134
2023-08-20,China,3
2023-08-20,Colombia,1381
2023-08-20,Comoros,1
2023-08-20,Congo,31
2023-08-20,Cook Islands,1
2023-08-20,Costa Rica,154
2023-08-20,Croatia,2
2023-08-20,Cuba,2
2023-08-20,Curaçao,1
2023-08-20,Côte d'Ivoire,15
2023-08-20,Denmark,4
2023-08-20,Djibouti,2
2023-08-20,Dominican Republic,101
2023-08-20,Ecuador,346
2023-08-20,Egypt,14
2023-08-20,El Salvador,65
2023-08-20,Equatorial Guinea,1
2023-08-20,Error: ,160
2023-08-20,Error: 'NoneType' object has no attribute 'name',3
2023-08-20,Error: (0) Could not interpret numbers after plus-sign.,12
2023-08-20,Faroe Islands,1
2023-08-20,Fiji,1
2023-08-20,Finland,1
2023-08-20,France,19
2023-08-20,French Guiana,1
2023-08-20,French Polynesia,1
2023-08-20,Gabon,3
2023-08-20,Germany,30
2023-08-20,Ghana,4
2023-08-20,Greece,3
2023-08-20,Guatemala,64
2023-08-20,Guinea,1
2023-08-20,Guyana,1
2023-08-20,Haiti,5
2023-08-20,Honduras,64
2023-08-20,India,3
2023-08-20,Indonesia,8
2023-08-20,Ireland,2
2023-08-20,Israel,57
2023-08-20,Italy,49
2023-08-20,Jamaica,2
2023-08-20,Jordan,1
2023-08-20,Kazakhstan,4
2023-08-20,Korea,3
2023-08-20,Kyrgyzstan,2
2023-08-20,Lebanon,1
2023-08-20,Libya,1
2023-08-20,Luxembourg,1
2023-08-20,Malaysia,14
2023-08-20,Mali,4
2023-08-20,Mauritania,1
2023-08-20,Mexico,611
2023-08-20,Micronesia,1
2023-08-20,Morocco,1095
2023-08-20,Mozambique,3
2023-08-20,Myanmar,1
2023-08-20,Netherlands,5
2023-08-20,New Caledonia,1
2023-08-20,New Zealand,7
2023-08-20,Nicaragua,44
2023-08-20,Niger,1
2023-08-20,Nigeria,3
2023-08-20,Norway,2
2023-08-20,Pakistan,3
2023-08-20,Panama,128
2023-08-20,Paraguay,429
2023-08-20,Peru,542
2023-08-20,Philippines,4
2023-08-20,Poland,2
2023-08-20,Portugal,10
2023-08-20,Puerto Rico,5
2023-08-20,Russian Federation,11
2023-08-20,Samoa,1
2023-08-20,Saudi Arabia,2
2023-08-20,Senegal,2
2023-08-20,Singapore,3
2023-08-20,Sint Maarten (Dutch part),1
2023-08-20,South Africa,14
2023-08-20,Spain,1938
2023-08-20,Sri Lanka,2
2023-08-20,Sudan,3
2023-08-20,Sweden,3
2023-08-20,Switzerland,8
2023-08-20,Taiwan,2
2023-08-20,Tanzania,1
2023-08-20,Thailand,3
2023-08-20,Togo,18
2023-08-20,Trinidad and Tobago,2
2023-08-20,Tunisia,1
2023-08-20,Ukraine,2
2023-08-20,United Arab Emirates,7
2023-08-20,United Kingdom,30
2023-08-20,United States,203
2023-08-20,Uruguay,979
2023-08-20,Venezuela,1103
2023-08-20,Viet Nam,4
2023-08-20,Yemen,7
2023-08-20,Zambia,1
2023-08-20,Zimbabwe,1
2023-08-21,Afghanistan,3
2023-08-21,Algeria,4
2023-08-21,Andorra,2
2023-08-21,Angola,4
2023-08-21,Argentina,6774
2023-08-21,Australia,24
2023-08-21,Austria,7
2023-08-21,Bangladesh,1
2023-08-21,Belgium,12
2023-08-21,Benin,13
2023-08-21,Bolivia,203
2023-08-21,Brazil,743
2023-08-21,Burkina Faso,12
2023-08-21,Burundi,1
2023-08-21,Cameroon,23
2023-08-21,Canada,22
2023-08-21,Chad,5
2023-08-21,Chile,2816
2023-08-21,China,6
2023-08-21,Colombia,1424
2023-08-21,Congo,54
2023-08-21,Costa Rica,257
2023-08-21,Cuba,10
2023-08-21,Curaçao,1
2023-08-21,Côte d'Ivoire,17
2023-08-21,Denmark,1
2023-08-21,Djibouti,6
2023-08-21,Dominican Republic,132
2023-08-21,Ecuador,528
2023-08-21,Egypt,14
2023-08-21,El Salvador,101
2023-08-21,Error: ,212
2023-08-21,Error: 'NoneType' object has no attribute 'name',5
2023-08-21,Error: (0) Could not interpret numbers after plus-sign.,23
2023-08-21,Eswatini,1
2023-08-21,Ethiopia,1
2023-08-21,Falkland Islands (Malvinas),2
2023-08-21,Finland,1
2023-08-21,France,28
2023-08-21,French Guiana,2
2023-08-21,Gabon,5
2023-08-21,Germany,38
2023-08-21,Ghana,1
2023-08-21,Gibraltar,1
2023-08-21,Greece,3
2023-08-21,Guam,1
2023-08-21,Guatemala,105
2023-08-21,Guinea,1
2023-08-21,Haiti,8
2023-08-21,Honduras,106
2023-08-21,Hong Kong,1
2023-08-21,Hungary,3
2023-08-21,India,9
2023-08-21,Indonesia,15
2023-08-21,Ireland,9
2023-08-21,Israel,74
2023-08-21,Italy,56
2023-08-21,Japan,3
2023-08-21,Jordan,1
2023-08-21,Kazakhstan,2
2023-08-21,Lebanon,1
2023-08-21,Lesotho,1
2023-08-21,Liechtenstein,1
2023-08-21,Lithuania,1
2023-08-21,Luxembourg,1
2023-08-21,Madagascar,1
2023-08-21,Malaysia,20
2023-08-21,Mali,5
2023-08-21,Mauritania,1
2023-08-21,Mauritius,3
2023-08-21,Mexico,1015
2023-08-21,Moldova,1
2023-08-21,Monaco,1
2023-08-21,Montenegro,1
2023-08-21,Morocco,1204
2023-08-21,Mozambique,1
2023-08-21,Myanmar,3
2023-08-21,Netherlands,7
2023-08-21,New Caledonia,2
2023-08-21,New Zealand,12
2023-08-21,Nicaragua,48
2023-08-21,Nigeria,6
2023-08-21,Norway,3
2023-08-21,Oman,1
2023-08-21,Pakistan,3
2023-08-21,Panama,233
2023-08-21,Papua New Guinea,2
2023-08-21,Paraguay,953
2023-08-21,Peru,828
2023-08-21,Philippines,12
2023-08-21,Poland,3
2023-08-21,Portugal,9
2023-08-21,Puerto Rico,8
2023-08-21,Romania,6
2023-08-21,Russian Federation,20
2023-08-21,Saint Pierre and Miquelon,2
2023-08-21,Saudi Arabia,1
2023-08-21,Senegal,5
2023-08-21,Serbia,2
2023-08-21,Seychelles,1
2023-08-21,Singapore,3
2023-08-21,Solomon Islands,1
2023-08-21,South Africa,23
2023-08-21,Spain,2567
2023-08-21,Sri Lanka,3
2023-08-21,Sudan,1
2023-08-21,Suriname,2
2023-08-21,Sweden,4
2023-08-21,Switzerland,11
2023-08-21,Taiwan,2
2023-08-21,Thailand,6
2023-08-21,Togo,22
2023-08-21,Trinidad and Tobago,2
2023-08-21,Turkey,4
2023-08-21,Turkmenistan,1
2023-08-21,Uganda,1
2023-08-21,Ukraine,1
2023-08-21,United Arab Emirates,7
2023-08-21,United Kingdom,47
2023-08-21,United States,259
2023-08-21,Uruguay,2326
2023-08-21,Venezuela,1517
2023-08-21,Viet Nam,2
2023-08-21,Yemen,10
2023-08-22,Afghanistan,4
2023-08-22,Algeria,3
2023-08-22,Andorra,2
2023-08-22,Angola,4
2023-08-22,Antigua and Barbuda,1
2023-08-22,Argentina,14321
2023-08-22,Aruba,2
2023-08-22,Australia,26
2023-08-22,Austria,4
2023-08-22,Azerbaijan,1
2023-08-22,Bahamas,1
2023-08-22,Bahrain,1
2023-08-22,Bangladesh,1
2023-08-22,Belgium,7
2023-08-22,Benin,11
2023-08-22,Bolivia,186
2023-08-22,Bonaire,2
2023-08-22,Brazil,717
2023-08-22,Bulgaria,2
2023-08-22,Burkina Faso,9
2023-08-22,Cameroon,18
2023-08-22,Canada,21
2023-08-22,Chad,3
2023-08-22,Chile,2859
2023-08-22,China,8
2023-08-22,Colombia,3160
2023-08-22,Congo,56
2023-08-22,Costa Rica,283
2023-08-22,Croatia,1
2023-08-22,Cuba,10
2023-08-22,Curaçao,2
2023-08-22,Czechia,3
2023-08-22,Côte d'Ivoire,19
2023-08-22,Denmark,1
2023-08-22,Djibouti,3
2023-08-22,Dominican Republic,132
2023-08-22,Ecuador,593
2023-08-22,Egypt,21
2023-08-22,El Salvador,101
2023-08-22,Equatorial Guinea,4
2023-08-22,Eritrea,1
2023-08-22,Error: ,295
2023-08-22,Error: 'NoneType' object has no attribute 'name',3
2023-08-22,Error: (0) Could not interpret numbers after plus-sign.,22
2023-08-22,Eswatini,1
2023-08-22,Ethiopia,1
2023-08-22,Fiji,2
2023-08-22,France,31
2023-08-22,French Guiana,1
2023-08-22,Gabon,5
2023-08-22,Georgia,1
2023-08-22,Germany,57
2023-08-22,Greece,6
2023-08-22,Guadeloupe,2
2023-08-22,Guatemala,92
2023-08-22,Guyana,3
2023-08-22,Haiti,7
2023-08-22,Honduras,98
2023-08-22,Hungary,5
2023-08-22,India,7
2023-08-22,Indonesia,20
2023-08-22,Iran,3
2023-08-22,Ireland,7
2023-08-22,Israel,75
2023-08-22,Italy,69
2023-08-22,Japan,4
2023-08-22,Kazakhstan,2
2023-08-22,Korea,3
2023-08-22,Kuwait,1
2023-08-22,Lebanon,1
2023-08-22,Liechtenstein,1
2023-08-22,Madagascar,1
2023-08-22,Malaysia,29
2023-08-22,Mali,5
2023-08-22,Malta,1
2023-08-22,Martinique,1
2023-08-22,Mexico,1111
2023-08-22,Monaco,1
2023-08-22,Morocco,1190
2023-08-22,Mozambique,4
2023-08-22,Myanmar,2
2023-08-22,Netherlands,10
2023-08-22,New Caledonia,1
2023-08-22,New Zealand,16
2023-08-22,Nicaragua,67
2023-08-22,Niger,2
2023-08-22,Nigeria,4
2023-08-22,Norway,2
2023-08-22,Oman,1
2023-08-22,Pakistan,6
2023-08-22,Panama,212
2023-08-22,Paraguay,1108
2023-08-22,Peru,845
2023-08-22,Philippines,12
2023-08-22,Poland,6
2023-08-22,Portugal,9
2023-08-22,Puerto Rico,9
2023-08-22,Qatar,1
2023-08-22,Romania,5
2023-08-22,Russian Federation,22
2023-08-22,Saint Vincent and the Grenadines,1
2023-08-22,Samoa,1
2023-08-22,Saudi Arabia,3
2023-08-22,Senegal,1
2023-08-22,Serbia,1
2023-08-22,Singapore,8
2023-08-22,Sint Maarten (Dutch part),1
2023-08-22,South Africa,29
2023-08-22,Spain,2504
2023-08-22,Sri Lanka,3
2023-08-22,Sudan,1
2023-08-22,Suriname,2
2023-08-22,Sweden,3
2023-08-22,Switzerland,7
2023-08-22,Taiwan,1
2023-08-22,Tajikistan,1
2023-08-22,Thailand,3
2023-08-22,Togo,22
2023-08-22,Tokelau,1
2023-08-22,Trinidad and Tobago,1
2023-08-22,Tunisia,1
2023-08-22,Turkmenistan,1
2023-08-22,Uganda,1
2023-08-22,Ukraine,1
2023-08-22,United Arab Emirates,7
2023-08-22,United Kingdom,56
2023-08-22,United States,324
2023-08-22,Uruguay,2269
2023-08-22,Venezuela,1519
2023-08-22,Viet Nam,3
2023-08-22,Yemen,4
2023-08-22,Zimbabwe,1
2023-08-23,Afghanistan,4
2023-08-23,Algeria,2
2023-08-23,Andorra,3
2023-08-23,Angola,2
2023-08-23,Antigua and Barbuda,1
2023-08-23,Argentina,14132
2023-08-23,Australia,20
2023-08-23,Austria,5
2023-08-23,Azerbaijan,2
2023-08-23,Bahrain,1
2023-08-23,Belgium,12
2023-08-23,Belize,1
2023-08-23,Benin,9
2023-08-23,Bolivia,191
2023-08-23,Brazil,839
2023-08-23,Bulgaria,2
2023-08-23,Burkina Faso,10
2023-08-23,Cameroon,16
2023-08-23,Canada,15
2023-08-23,Cayman Islands,2
2023-08-23,Central African Republic,1
2023-08-23,Chad,5
2023-08-23,Chile,2777
2023-08-23,China,5
2023-08-23,Colombia,3198
2023-08-23,Comoros,1
2023-08-23,Congo,60
2023-08-23,Costa Rica,315
2023-08-23,Cuba,12
2023-08-23,Curaçao,3
2023-08-23,Côte d'Ivoire,16
2023-08-23,Denmark,3
2023-08-23,Dominican Republic,118
2023-08-23,Ecuador,534
2023-08-23,Egypt,27
2023-08-23,El Salvador,101
2023-08-23,Equatorial Guinea,3
2023-08-23,Error: ,297
2023-08-23,Error: 'NoneType' object has no attribute 'name',4
2023-08-23,Error: (0) Could not interpret numbers after plus-sign.,28
2023-08-23,Eswatini,1
2023-08-23,Finland,2
2023-08-23,France,32
2023-08-23,French Guiana,2
2023-08-23,French Polynesia,1
2023-08-23,Gabon,5
2023-08-23,Germany,45
2023-08-23,Ghana,2
2023-08-23,Gibraltar,1
2023-08-23,Greece,3
2023-08-23,Guadeloupe,1
2023-08-23,Guatemala,103
2023-08-23,Guinea,2
2023-08-23,Guyana,3
2023-08-23,Haiti,3
2023-08-23,Honduras,98
2023-08-23,Hungary,2
2023-08-23,India,10
2023-08-23,Indonesia,21
2023-08-23,Iran,5
2023-08-23,Ireland,7
2023-08-23,Israel,71
2023-08-23,Italy,72
2023-08-23,Jamaica,3
2023-08-23,Japan,2
2023-08-23,Kazakhstan,3
2023-08-23,Kyrgyzstan,1
2023-08-23,Lebanon,2
2023-08-23,Lesotho,1
2023-08-23,Libya,3
2023-08-23,Malaysia,27
2023-08-23,Maldives,1
2023-08-23,Mali,4
2023-08-23,Malta,2
2023-08-23,Martinique,3
2023-08-23,Mauritius,1
2023-08-23,Mayotte,1
2023-08-23,Mexico,1096
2023-08-23,Moldova,1
2023-08-23,Morocco,1117
2023-08-23,Mozambique,3
2023-08-23,Myanmar,3
2023-08-23,Netherlands,9
2023-08-23,New Zealand,11
2023-08-23,Nicaragua,52
2023-08-23,Niger,4
2023-08-23,Nigeria,3
2023-08-23,Niue,1
2023-08-23,Norfolk Island,1
2023-08-23,Norway,3
2023-08-23,Oman,1
2023-08-23,Pakistan,4
2023-08-23,Palestine,2
2023-08-23,Panama,209
2023-08-23,Papua New Guinea,2
2023-08-23,Paraguay,1049
2023-08-23,Peru,845
2023-08-23,Philippines,11
2023-08-23,Poland,5
2023-08-23,Portugal,16
2023-08-23,Puerto Rico,8
2023-08-23,Qatar,2
2023-08-23,Romania,4
2023-08-23,Russian Federation,21
2023-08-23,Saint Lucia,1
2023-08-23,Saint Pierre and Miquelon,1
2023-08-23,Saint Vincent and the Grenadines,1
2023-08-23,Saudi Arabia,6
2023-08-23,Senegal,3
2023-08-23,Serbia,1
2023-08-23,Singapore,8
2023-08-23,Sint Maarten (Dutch part),1
2023-08-23,South Africa,25
2023-08-23,South Sudan,1
2023-08-23,Spain,2711
2023-08-23,Sri Lanka,1
2023-08-23,Sudan,1
2023-08-23,Suriname,2
2023-08-23,Sweden,4
2023-08-23,Switzerland,11
2023-08-23,Tanzania,1
2023-08-23,Thailand,4
2023-08-23,Togo,20
2023-08-23,Trinidad and Tobago,4
2023-08-23,Tunisia,1
2023-08-23,Turkey,1
2023-08-23,Uganda,1
2023-08-23,Ukraine,3
2023-08-23,United Arab Emirates,9
2023-08-23,United Kingdom,53
2023-08-23,United States,321
2023-08-23,Uruguay,2419
2023-08-23,Venezuela,1473
2023-08-23,Viet Nam,2
2023-08-23,Virgin Islands,1
2023-08-23,Yemen,5
2023-08-23,Zambia,2
2023-08-24,Afghanistan,5
2023-08-24,Algeria,2
2023-08-24,Andorra,1
2023-08-24,Angola,7
2023-08-24,Argentina,14207
2023-08-24,Australia,27
2023-08-24,Austria,4
2023-08-24,Azerbaijan,1
2023-08-24,Bahrain,1
2023-08-24,Belgium,7
2023-08-24,Belize,2
2023-08-24,Benin,12
2023-08-24,Bolivia,196
2023-08-24,Bonaire,2
2023-08-24,Brazil,734
2023-08-24,Bulgaria,2
2023-08-24,Burkina Faso,12
2023-08-24,Cameroon,17
2023-08-24,Canada,23
2023-08-24,Chad,5
2023-08-24,Chile,2882
2023-08-24,China,6
2023-08-24,Colombia,3223
2023-08-24,Congo,90
2023-08-24,Costa Rica,319
2023-08-24,Cuba,10
2023-08-24,Curaçao,2
2023-08-24,Czechia,1
2023-08-24,Côte d'Ivoire,22
2023-08-24,Denmark,3
2023-08-24,Dominican Republic,144
2023-08-24,Ecuador,575
2023-08-24,Egypt,29
2023-08-24,El Salvador,111
2023-08-24,Equatorial Guinea,4
2023-08-24,Error: ,280
2023-08-24,Error: 'NoneType' object has no attribute 'name',5
2023-08-24,Error: (0) Could not interpret numbers after plus-sign.,30
2023-08-24,Estonia,2
2023-08-24,Falkland Islands (Malvinas),1
2023-08-24,Faroe Islands,1
2023-08-24,France,47
2023-08-24,French Guiana,2
2023-08-24,Gabon,3
2023-08-24,Germany,45
2023-08-24,Ghana,3
2023-08-24,Gibraltar,1
2023-08-24,Greece,7
2023-08-24,Guatemala,111
2023-08-24,Guyana,2
2023-08-24,Haiti,8
2023-08-24,Honduras,114
2023-08-24,Hungary,1
2023-08-24,India,5
2023-08-24,Indonesia,19
2023-08-24,Iran,3
2023-08-24,Ireland,4
2023-08-24,Israel,62
2023-08-24,Italy,77
2023-08-24,Jamaica,4
2023-08-24,Japan,4
2023-08-24,Jordan,2
2023-08-24,Kazakhstan,2
2023-08-24,Korea,1
2023-08-24,Kuwait,1
2023-08-24,Kyrgyzstan,1
2023-08-24,Lebanon,4
2023-08-24,Libya,1
2023-08-24,Luxembourg,1
2023-08-24,Malaysia,28
2023-08-24,Mali,4
2023-08-24,Malta,5
2023-08-24,Martinique,1
2023-08-24,Mauritania,1
2023-08-24,Mexico,1095
2023-08-24,Moldova,3
2023-08-24,Morocco,1566
2023-08-24,Mozambique,3
2023-08-24,Myanmar,5
2023-08-24,Namibia,1
2023-08-24,Netherlands,9
2023-08-24,New Caledonia,1
2023-08-24,New Zealand,13
2023-08-24,Nicaragua,57
2023-08-24,Niger,2
2023-08-24,Nigeria,8
2023-08-24,Niue,1
2023-08-24,Norfolk Island,1
2023-08-24,Northern Mariana Islands,1
2023-08-24,Norway,6
2023-08-24,Oman,1
2023-08-24,Pakistan,7
